C0,C1,C2,C3,C4
0.099189474695105,0.05417292547324977,0.0201189264941426,0.08388577928128427,0.0003237289368986048
0.09901602437704085,0.05258258256662043,0.021671386416930345,0.08455087673313257,0.00027847132199682853
0.0974493419698004,0.049994672179583595,0.020437259727670534,0.08639059081966584,0.00031128111571146125
0.0910589357648705,0.049129678811769335,0.02349518128103461,0.0794140748446764,0.0003228924276398776
0.10176507805192424,0.049544561112504756,0.022044223233669877,0.0865280901678286,0.00031933517057591203
0.09107157925561472,0.0504957515746601,0.02253194731005504,0.08265914637429596,0.0003175706997350696
0.09722893358562572,0.05015707294748992,0.02260417038047408,0.07614360789297486,0.0003356942434110175
0.09863001206343662,0.05116747245157272,0.020667665836037404,0.08298150666349371,0.000315178105289274
0.09299601427171998,0.05174278826779163,0.019851214636075868,0.07940030161523891,0.00034118966105942176
0.0967346669540165,0.05294433453550376,0.021577923002589282,0.08221432135946358,0.0003571481324268156
0.10062306515490568,0.052506836519827745,0.02267274826430318,0.08021859038709235,0.0003276190556307145
0.09599522170506625,0.04998374291532131,0.02198816534406046,0.08444904928351395,0.0003345599254845923
0.09262954866245252,0.050986932267910894,0.022618414924867398,0.08138950540519725,0.00035185070054552937
0.08480289589891021,0.04943181943651454,0.022772869836999922,0.07965920938610975,0.0003680049781541057
0.09222484886576723,0.04903200411745532,0.020659891900794362,0.08368674397788278,0.0003772171808200792
0.09364308589268888,0.054051471957151376,0.022245561851428397,0.08140943285067108,0.0003719424198475154
0.0938862100378056,0.04929192521796101,0.02374500349669123,0.07925928288959112,0.0003563262412998076
0.09214273700139478,0.05421646763196458,0.021531531077922633,0.08471526504298872,0.00035367717275140194
0.09722359357034381,0.049518592101421226,0.02026522378577387,0.07928785937355093,0.00037786326649782504
0.09353321893306843,0.05072968845990463,0.021871398311181383,0.07855700770307525,0.00038430032613555125
0.09527091884489136,0.052412427565960464,0.021686329490754767,0.07887843015758765,0.0003654923511472279
0.09824378641531625,0.050273966270713746,0.02248802519907858,0.07589924854320287,0.0003872962915532676
0.09233045670221018,0.051017787365634,0.021348419429565783,0.07884817743906541,0.00039561049201949114
0.09441018663339498,0.0497450020426242,0.022239882421823717,0.08664186620813612,0.0004109621898127232
0.10375896065504318,0.049276563152583205,0.020212919682417323,0.07771649693652255,0.0003827325369726598
0.09880837344323683,0.04990094796914978,0.02295932108566831,0.0806806980970724,0.0004115430985030885
0.09048823446464703,0.04893050559796394,0.023632192300476494,0.07708512239940171,0.0003876078033103333
0.09507752968556622,0.053516393957538454,0.023397078641825015,0.07869499804720081,0.00040367087027819246
0.09749052514223167,0.04990309301682003,0.0209136929258819,0.08557553166129932,0.0004134327521860759
0.09999566013363605,0.05370412520084641,0.022568173896721916,0.08357459605457301,0.00044421187252837227
0.09581774531852548,0.044847666563481645,0.019642058828540997,0.07871928766092369,0.0004788951772512534
0.09318568264994041,0.05028311560232662,0.02257773873807143,0.08071608538495423,0.00043122242770537756
0.0923817157451322,0.05137755746302551,0.022287889709376348,0.07803667660383552,0.00043948566373921884
0.0975729797080992,0.04965947550241629,0.021475076148156132,0.07817850672326956,0.0004525346639435535
0.09626549273979877,0.05245237140814643,0.02269431613433042,0.07776369319467219,0.0004151453487695877
0.09306728717896416,0.05153988066039628,0.022530647900600304,0.07782766993170454,0.0004566868303777192
0.09426911075603721,0.04970394593954571,0.023270234212803026,0.08178424568547549,0.00042496183135277667
0.09336319162992804,0.051132418717982124,0.022562158085959957,0.08266620512490323,0.00048063440760736287
0.09765095932715961,0.055912845867053466,0.022679483531969028,0.08232294599917722,0.0004815764425501706
0.0922386348268727,0.050768433104407804,0.02073896297229732,0.08020587892460482,0.00046856201646463093
0.09665765778412169,0.050865904908379465,0.021464838213206657,0.07637332247246145,0.0004484526977529783
0.09799726087322776,0.049381012926306214,0.022100476091950188,0.08055075790709826,0.0004986551933365567
0.09656820727293476,0.05053601892259085,0.02281740659836691,0.07778839655332048,0.000476423510494718
0.09152275786928432,0.04767709315966202,0.02256425848940766,0.08362973159875739,0.00047768334766339776
0.09973030271859033,0.04987269377588686,0.023946425521110672,0.08258741362985905,0.0004907663218538023
0.09202906115544233,0.05521537866734755,0.021823459780978157,0.0832103161845592,0.00045057782330541903
