C0,C1,C2,C3,C4
0.10715451389372128,0.05085287014888015,0.020853772440589044,0.07923317736491049,0.0
0.10169857215760651,0.0484959134585295,0.02053705456067948,0.08082232507393859,3.7104750136213967e-06
0.10029235246765132,0.04651672823205469,0.02093180783551438,0.07927111925250759,8.30759292045526e-06
0.0924165812596023,0.050459542218755475,0.021580541297214484,0.08160426520472039,1.2591057792116924e-05
0.09870607296490576,0.050584805032252426,0.02057019718921615,0.0781977382708832,1.5054540885836747e-05
0.09835128640308302,0.04985832631330639,0.021782665639408866,0.0845769468242446,2.0116785960204988e-05
0.09939046230071205,0.050568191338785304,0.02100131944980218,0.07901304904785385,2.515520540839978e-05
0.09717419097234446,0.048721200368168925,0.020296966800480775,0.08361518401816466,2.6807227892681887e-05
0.09945294084994223,0.048545565719485595,0.021574157732988826,0.07995132635411911,3.4280226714149214e-05
0.09768025480692022,0.04968738827305757,0.01830181486713622,0.08483057010035525,3.551789904493467e-05
0.09430372265838591,0.053846895527223514,0.019769595298133436,0.0755831976211612,3.830394645368203e-05
0.10300874070679268,0.05165949918597146,0.02047036572963989,0.08172180215804863,4.644689055587162e-05
0.10294761099448692,0.04899087788016814,0.019538229710799198,0.07868729506432112,4.8602911785321405e-05
0.10619265892735141,0.051152288407318176,0.020174315511291476,0.0808201505502551,5.0683733961980605e-05
0.09954823285806978,0.04907924514301027,0.01980469766708807,0.08390612300490417,5.8022825806195406e-05
0.09769570785631047,0.04912400653924687,0.01981433621502573,0.07644197976155961,5.5359417066283015e-05
0.09709167240794875,0.05176181403938929,0.02257952738224407,0.07586177158186641,6.871769878184524e-05
0.09307361071032554,0.04899290397846756,0.020904588551363353,0.07690468924388172,6.58515942793021e-05
0.10306115369772428,0.04669250143015905,0.02037155708843614,0.08092495105172685,7.290779516648607e-05
0.0947529208324267,0.04823467563478293,0.021513644817621753,0.07406936471394399,7.487944233422864e-05
0.09437602827618838,0.05022900925096092,0.02026700381180519,0.08043178467304929,8.150046860861899e-05
0.09821155066802793,0.05031081974043255,0.0212094458444855,0.07600589641926407,8.710072030772689e-05
0.10486403213250345,0.052543114594943166,0.02079455031324485,0.07646860389743164,8.522013913630571e-05
0.09987079883541235,0.04862580744521076,0.02186522324333245,0.07895747268017562,9.503396710480075e-05
0.0948384091346497,0.051526822935322465,0.019384952732638884,0.08136733377494793,9.501712675949108e-05
0.09602307717343778,0.05091761266790747,0.02120507078763039,0.07814507867723121,9.740469067814874e-05
0.10126693457426669,0.0497686485071262,0.020698254141595457,0.07858204579495373,0.0001032400744249786
0.0981161037175981,0.05174357999128803,0.0196655354998904,0.08003184141071032,0.00010383983805637335
0.09566873130517607,0.05105770632253219,0.021522473610777023,0.07929768875783332,0.00010863040702418144
0.09775057140456615,0.048347339969221706,0.01994419581877716,0.07159464161653648,0.0001206282415518932
0.10155137347129418,0.05222366694975836,0.022027795310818107,0.07880545394083523,0.00011950587692156519
0.10635782283658671,0.047633778148827216,0.021135420030588645,0.08046382688176693,0.0001299201799253708
0.09361799520633698,0.05020134656986102,0.02130962808325582,0.0837192091982388,0.0001304782356840174
0.09600765274060748,0.050089268121963695,0.020822110741570865,0.08676895400697308,0.0001268512097707212
0.09526480291907251,0.05093756227348255,0.021529510757911808,0.08235033112847834,0.0001259500597325617
0.08886372666303527,0.048635797491217964,0.01924792244200592,0.0804705152015881,0.00013645756112748284
0.09470421657455087,0.05002167109823579,0.020884778001337898,0.07712726843406421,0.00014585790910677372
0.09426674575862991,0.049812341753533995,0.02032105915757521,0.08051530838163871,0.00014840408761091503
0.10266376198720727,0.052094556493011084,0.021103153831395962,0.08273574941322984,0.0001473117726884242
0.0976829080005236,0.048503962601620466,0.020850119127534362,0.08430147123708201,0.00016272665841336235
0.09178211926756635,0.05024713359329468,0.021427548394069743,0.0774223798143693,0.0001492098454204887
0.10064775545138349,0.049580181737889084,0.020232647075965397,0.08101413010802584,0.0001561535463405653
0.09666692049418578,0.0475045353021112,0.022497941495903128,0.08288014109283186,0.00016931109462842457
0.0911844908349136,0.05547236781723673,0.02292179435712593,0.08624268691433212,0.00018761001479623967
0.09563522036068572,0.049968151587795585,0.020825674988223273,0.08109530126336835,0.0001794199338550953
0.09562241562331146,0.04713322650205769,0.021010191643395106,0.07854218694258708,0.00017326183528365119
0.09446108031356575,0.052939415807588514,0.02128696583338889,0.07807292921506881,0.00018891874605173447
0.09795349094984511,0.04797178183825715,0.022132212356882244,0.07914606974665893,0.00019372248148819598
0.08899739357081533,0.05086388574984615,0.022689212989606748,0.07820661604613005,0.00019981721389995626
0.09669959821833922,0.05185260711486375,0.020092865588156886,0.08296219314786041,0.00019339375065323286
0.10166077143965424,0.04882494156152726,0.020613145681244085,0.08374885429545141,0.0001942243057027916
0.10098715119271995,0.04926340814183602,0.020256298736228983,0.08264903208913313,0.00020563647467742048
0.10193750357470174,0.049046368417016616,0.020234443497060224,0.08415734111165776,0.00021216179372672464
0.10193399314149555,0.049872628843179063,0.019808938800992833,0.0788752201533695,0.0002263213779129242
0.10332286154756731,0.04688070818226588,0.021528866239371326,0.08156215043333578,0.00023486693707392383
0.09311480817094293,0.04765863108071196,0.02025794211792365,0.0791102414637303,0.00021430393150339135
0.10072629785669743,0.04985660607326075,0.022543299430372882,0.08049341770351645,0.00022010362255179042
0.090135904531926,0.052225032539133846,0.022059873664396643,0.08429728154909487,0.00022825348329327238
0.09499231898506044,0.05141066368425835,0.02043062915012918,0.08027073237357575,0.0002305384614847943
0.08984392412015645,0.053614754554409734,0.02045108573084139,0.07437775278872223,0.00024149835157287317
0.10132687590311056,0.051540325189178164,0.02082879508515635,0.0795667405788679,0.0002456067890663405
0.10239040301302951,0.04912504723949716,0.022570432486169537,0.07809410799150521,0.00024748381348391565
0.09639236997279156,0.0499062074780441,0.020668143060177994,0.07554065214563302,0.0002623748597249115
0.10400839984064032,0.04608153494587778,0.02013743194115126,0.07785776948212934,0.0002514164393328114
0.09444988206478333,0.048229564658635954,0.021396188455114033,0.0834958628379475,0.00024624884211085383
0.09760934231475546,0.04811217568525029,0.0217807167995791,0.0858196236788907,0.0002447885161962485
0.09757322588371642,0.05070457569545121,0.020917031754022312,0.07884661873437099,0.0002542170910354727
0.0928087523429774,0.051463778282162975,0.02289629606306601,0.08365157077159045,0.00025791189012629075
0.0985875490103613,0.04904162892037702,0.02173194704708742,0.08422380216354909,0.00025260806633717743
0.10435668725777056,0.04898735368310163,0.021936890007782615,0.07670807444609067,0.0002845786674634322
0.09283210494498122,0.0470668719711332,0.020829848922134735,0.08031989243348776,0.00028334471763458
0.10023656969948945,0.049916333994950546,0.021555092132939206,0.08031023051011901,0.00028047182788583955
0.09611349433347906,0.050673014990561836,0.021475546163849057,0.08101487903584473,0.0002790345157797692
0.10350904864860018,0.05107185798156649,0.019666113673625342,0.07533708187394242,0.0002748187103343708
0.09849161393903873,0.04860829385778339,0.021902811655594906,0.07934975980879937,0.00028646739134431356
