0,1,2,3,4
4.286180555748851,1.017057402977603,0.0,0.0,0.0
3.283730528357222,1.052817563680835,0.6095695179453146,0.004137674850137036,0.0009731195971285862
2.6379031619565736,1.057157864020937,1.113309806527831,0.012021659593546164,0.0072665532699379585
1.9941918515608972,1.172301485023969,1.5508002327346766,0.020976329690224067,0.020546599417974945
1.7572629558665462,1.1818649734538587,1.7834792458728126,0.027531157313213088,0.03631979561404444
1.4511595952809802,1.1578656604119284,2.144969663209007,0.03673219209599596,0.06347630940519382
1.219880453496274,1.1572058774975142,2.2630704597334756,0.03992537657964771,0.09649233176463619
0.9951160873577761,1.091410364624326,2.334671629438477,0.04747401255743378,0.11919786550585175
0.8517347716996141,1.0588864142217331,2.602857977603612,0.049792185408389776,0.17110535014563022
0.7011052426530877,1.0507769275795196,2.2861025426262436,0.05717378956156719,0.19431464881408708
0.5683473705096648,1.1001016726646153,2.5316301859274972,0.05468882808564163,0.22561327887627994
0.5219493204743427,1.0162174164855335,2.6670171223814565,0.06288837997635933,0.29080184484890736
0.4390186806793645,0.9251155932333067,2.574382794565434,0.06395288378076705,0.32021430031999093
0.38153983879660236,0.9247995638653832,2.67526785792738,0.06923544357518041,0.34833572555155995
0.301605337337499,0.8473798442152181,2.632755227251598,0.07561900975380782,0.41311404920703576
0.24973791858910582,0.8077997956132704,2.632120986250564,0.07220480090902578,0.4061709055805033
0.20952845634359174,0.8086404145361162,2.9893245428650346,0.07502379206861845,0.517092480750418
0.16966674783747884,0.7253562484174897,2.752145313266565,0.07964969640444225,0.5061095832602003
0.15876261679338777,0.6534346697992414,2.6621164909765254,0.08772869303556614,0.5703729087559827
0.12336998803036989,0.6362552527360673,2.786271419646745,0.08396822531044129,0.5946040541659997
0.1038941440001545,0.6227928172035221,2.5980020320023898,0.09541979213160427,0.6551643956996623
0.0914499056595331,0.5846991588546526,2.688066509118308,0.09448019831719659,0.7071260599759138
0.08261054800211867,0.5705742092500917,2.6032591942852377,0.09966765814507374,0.6973001965529694
0.06655719457683607,0.4916684609793912,2.7017171406836282,0.10791548620387001,0.7823683305784543
0.05347336506838328,0.483393903257898,2.362528786749065,0.11675881970436378,0.7856966840016818
0.04582299188665001,0.4415586387501683,2.5475782579997377,0.11794171304836439,0.8077040498155811
0.040914654126752235,0.39735933876697804,2.450098422490092,0.12495220849459662,0.8572358595097445
0.0335604227172972,0.37862478229130103,2.292653333941203,0.13421264535582397,0.862262979430771
0.027692762815501655,0.340674817978952,2.470335216953842,0.14038238963615585,0.9010275128936587
0.02394695141933208,0.2926236420106464,2.253090466100993,0.13403380224124223,0.9981824882799918
0.021064095121280973,0.28515208831120425,2.448591564589393,0.1563360532519992,0.9853415803195525
0.018688516201887766,0.23323771955720288,2.311218478069505,0.16946417156769122,1.0660959001422234
0.013936143912517313,0.21893684666362112,2.2919668301529805,0.1874321848696796,1.0644114001630267
0.012098950951467779,0.1930234261362529,2.2023739188817406,0.20664673338648576,1.0277700737339859
0.010159919387440593,0.17201090207524414,2.239103119053307,0.2088730396750495,1.0124469959976932
0.008022727039519706,0.14273564946737918,1.9680874699847215,0.21772474284400678,1.0870314940173125
0.007242662362377206,0.12649911108604933,2.099254466889267,0.2229292050570146,1.1501077081336308
0.0061106677369714025,0.1075329989467457,2.0077855559439257,0.2488302487240167,1.1570266941757708
0.005639939778941696,0.09491167672688772,2.0493778568119163,0.27338729121043553,1.1345246750085525
0.004543716313233283,0.07356665797602492,1.9900325592541763,0.2976758427518799,1.2369350570835254
0.0036146083714877555,0.06263524273981003,2.009912545151297,0.2921070087363129,1.1183513782907908
0.003356785889255925,0.050184090972855734,1.8650467279680636,0.32651624331355067,1.1529245479821815
0.0027311015336315375,0.038568443090714576,2.037954548484815,0.3565895651887036,1.230312991589055
0.0021822066541927064,0.03558179506574137,2.040329246903184,0.39556746616521077,1.340782689446249
0.0019381089600110533,0.024859678511240504,1.8215378835534517,0.39582696665018857,1.2603585695131714
0.0016410459979471223,0.01790505966034192,1.8057010227569223,0.4072735363108743,1.1956338017706922
0.001372948764111814,0.015138854770825064,1.7976169659421728,0.42927340517496837,1.2800726742467523
0.0012057264233660716,0.01014737121699992,1.8364034941346878,0.4604179780749213,1.288443175694101
0.0009277032543374756,0.0078030254136015045,1.8497632058922915,0.4802198149270154,1.3042301932579843
0.0008536447900888857,0.005682071581046569,1.6094835931672091,0.536469069042582,1.2386233242931584
0.0007600277411050193,0.0037598002043601375,1.6223045043452504,0.568956684480446,1.2205660617794427
0.0006393692828624716,0.00260974174383116,1.5663465537661845,0.588488618252758,1.2680736146987663
0.0005465625750252285,0.0017619678843511582,1.5372891952388221,0.6266123994017329,1.2839391589472866
0.00046285313467401597,0.0011939445005840026,1.4786300571970399,0.6127561704164929,1.3443395683536172
0.0003973129443287894,0.0007317895972868892,1.5788884302205712,0.6597073594558789,1.369629291240797
0.0003032342392329507,0.00048114530653816745,1.4596742333977866,0.6648788260998268,1.2271833724927677
